INSERT INTO tb_vendas_itens 
(vite_quantidade, vite_valor_parcial) VALUES 
('83095', '26.00'),
('34144', '25.00'),
('88278', '42.00'),
('49450', '15.00'),
('61419', '35.00'),
('65607', '10.00'),
('71930', '45.00'),
('81724', '15.00'),
('66137', '49.00'),
('79418', '46.00'),
('46949', '32.00'),
('51596', '37.00'),
('31344', '6.00'),
('60464', '32.00'),
('76002', '26.00'),
('79444', '39.00'),
('47476', '17.00'),
('34851', '48.00'),
('73374', '13.00'),
('35131', '44.00'),
('79085', '16.00'),
('30912', '8.00'),
('60379', '17.00'),
('74027', '45.00'),
('86894', '50.00'),
('76991', '3.00'),
('34816', '21.00'),
('16655', '48.00'),
('73908', '17.00'),
('87620', '33.00'),
('97421', '9.00'),
('10665', '20.00'),
('74268', '49.00'),
('60794', '26.00'),
('63344', '45.00'),
('99589', '24.00'),
('60870', '45.00'),
('81703', '4.00'),
('95903', '34.00'),
('91461', '3.00'),
('17443', '1.00'),
('62964', '9.00'),
('20557', '30.00'),
('80397', '34.00'),
('43020', '47.00'),
('26202', '35.00'),
('33169', '34.00'),
('77070', '27.00'),
('87557', '46.00'),
('78729', '22.00'),
('79577', '9.00'),
('37832', '4.00'),
('79131', '21.00'),
('80533', '10.00'),
('67009', '27.00'),
('84760', '13.00'),
('23238', '45.00'),
('56120', '29.00'),
('60464', '6.00'),
('53898', '36.00'),
('94407', '27.00'),
('88624', '41.00'),
('21122', '47.00'),
('73064', '50.00'),
('72286', '37.00'),
('33554', '39.00'),
('88422', '36.00'),
('90275', '10.00'),
('97285', '8.00'),
('66201', '27.00'),
('60534', '18.00'),
('40488', '8.00'),
('80989', '11.00'),
('93400', '32.00'),
('26738', '8.00'),
('59938', '13.00'),
('94361', '44.00'),
('40378', '50.00'),
('66299', '10.00'),
('12771', '15.00'),
('20149', '12.00'),
('50655', '28.00'),
('36634', '36.00'),
('62701', '11.00'),
('55873', '23.00'),
('29662', '13.00'),
('21567', '29.00'),
('43603', '36.00'),
('84949', '14.00'),
('79195', '16.00'),
('93763', '19.00'),
('12829', '23.00'),
('59036', '10.00'),
('36875', '20.00'),
('32653', '42.00'),
('39466', '44.00'),
('37432', '11.00'),
('72096', '4.00'),
('75645', '30.00'),
('20517', '11.00'),
('15470', '36.00'),
('83571', '42.00'),
('10843', '32.00'),
('70504', '39.00'),
('60055', '33.00'),
('92330', '33.00'),
('36835', '26.00'),
('72411', '23.00'),
('95939', '23.00'),
('83374', '39.00'),
('40407', '4.00'),
('72681', '24.00'),
('38335', '28.00'),
('47055', '30.00'),
('88038', '24.00'),
('81751', '13.00'),
('99952', '2.00'),
('20598', '40.00'),
('76310', '3.00'),
('26234', '32.00'),
('18101', '38.00'),
('77404', '5.00'),
('61928', '31.00'),
('75901', '27.00'),
('78589', '19.00'),
('22423', '25.00'),
('24849', '50.00'),
('96424', '49.00'),
('72592', '41.00'),
('65937', '20.00'),
('63663', '44.00'),
('92020', '25.00'),
('43838', '35.00'),
('31787', '7.00'),('79929', '46.00'),
('62175', '35.00'),
('95168', '31.00'),
('59550', '3.00'),
('86863', '20.00'),
('95427', '4.00'),
('47164', '34.00'),
('11596', '27.00'),
('19942', '40.00'),
('85333', '1.00'),
('60258', '43.00'),
('26514', '28.00'),
('24228', '16.00'),
('36861', '25.00'),
('88108', '1.00'),
('61711', '45.00'),
('80493', '3.00'),
('64588', '45.00'),
('57990', '18.00'),
('62257', '5.00'),
('78259', '31.00'),
('54053', '17.00'),
('56665', '16.00'),
('18473', '26.00'),
('55751', '39.00'),
('11919', '6.00'),
('51051', '25.00'),
('36004', '36.00'),
('12902', '31.00'),
('33110', '49.00'),
('44261', '48.00'),
('37973', '26.00'),
('42960', '25.00'),
('67882', '5.00'),
('57113', '38.00'),
('47236', '10.00'),
('34338', '47.00'),
('38327', '25.00'),
('83971', '20.00'),
('50741', '1.00'),
('83603', '1.00'),
('35393', '21.00'),
('44631', '16.00'),
('14854', '4.00'),
('42135', '40.00'),
('98895', '40.00'),
('28190', '47.00'),
('61020', '46.00'),
('52960', '26.00'),
('96287', '13.00'),
('34459', '47.00'),
('33722', '34.00'),
('46656', '9.00'),
('44466', '4.00'),
('81931', '7.00'),
('24271', '11.00'),
('43967', '8.00'),
('43792', '33.00'),
('65342', '5.00'),
('50450', '15.00'),
('78289', '19.00'),
('96520', '23.00'),
('30789', '44.00'),
('27537', '43.00'),
('44286', '31.00'),
('33136', '14.00'),
('39882', '44.00'),
('86173', '49.00'),
('51842', '11.00'),
('79065', '27.00'),
('93946', '50.00'),
('27672', '39.00'),
('13156', '30.00'),
('47956', '44.00'),
('97496', '47.00'),
('39850', '38.00'),
('27270', '11.00'),
('13188', '24.00'),
('53566', '23.00'),
('62309', '27.00'),
('25760', '30.00'),
('12298', '32.00'),
('85764', '18.00'),
('39865', '28.00'),
('52867', '42.00'),
('66941', '1.00'),
('47055', '48.00'),
('90236', '39.00'),
('10938', '45.00'),
('47999', '50.00'),
('39281', '3.00'),
('30754', '16.00'),
('62846', '49.00'),
('88774', '43.00'),
('50502', '50.00'),
('28267', '40.00'),
('77256', '46.00'),
('18244', '33.00'),
('42457', '24.00'),
('21307', '34.00'),
('71357', '29.00'),
('19544', '13.00'),
('20927', '23.00'),
('64463', '39.00'),
('58635', '8.00'),
('62955', '33.00'),
('87167', '25.00'),
('47973', '25.00'),
('27908', '29.00'),
('31634', '5.00'),
('77141', '6.00'),
('23999', '49.00'),
('45670', '42.00'),
('37885', '5.00'),
('93202', '16.00'),
('73233', '46.00'),
('86591', '22.00'),
('22766', '1.00'),
('81762', '41.00'),
('36639', '19.00'),
('86445', '42.00'),
('11441', '2.00'),
('73570', '32.00'),
('23259', '50.00'),
('59954', '34.00'),
('17716', '31.00'),
('95446', '32.00'),
('47456', '43.00'),
('53344', '10.00'),
('56754', '24.00'),
('54709', '30.00'),
('77428', '43.00'),
('65160', '20.00'),
('62641', '29.00'),
('30947', '47.00'),
('77598', '33.00'),
('52986', '19.00'),
('32264', '31.00'),
('23898', '24.00'),
('28416', '3.00'),
('95240', '16.00'),
('66956', '17.00'),
('10485', '22.00'),
('62717', '14.00'),
('24736', '24.00'),
('69860', '43.00'),
('35239', '30.00'),
('23314', '32.00'),
('68411', '38.00'),
('98311', '19.00'),
('49793', '23.00'),
('34279', '15.00'),
('15474', '36.00'),
('47337', '22.00'),
('56717', '16.00'),
('64516', '44.00'),
('67354', '43.00'),
('27756', '44.00'),
('94823', '18.00'),
('91140', '15.00'),
('58620', '30.00'),
('90613', '31.00'),
('41323', '37.00'),
('95350', '15.00'),
('77918', '42.00'),
('89840', '4.00'),
('73954', '20.00'),
('25421', '11.00'),
('31582', '35.00'),
('77083', '48.00'),
('29653', '35.00'),
('57434', '29.00'),
('96358', '12.00'),
('55565', '7.00'),
('67944', '11.00'),
('40108', '35.00'),
('85220', '42.00'),
('37190', '2.00'),
('44886', '15.00'),
('44967', '45.00'),
('17810', '23.00'),
('56186', '9.00'),
('92148', '4.00'),
('62056', '49.00'),
('93044', '41.00'),
('90829', '12.00'),
('35550', '46.00'),
('63670', '24.00'),
('36437', '44.00'),
('73095', '26.00'),
('64265', '23.00'),
('73610', '21.00'),
('12407', '14.00'),
('21800', '19.00'),
('74136', '33.00'),
('65647', '22.00'),
('12200', '41.00'),
('67221', '32.00'),
('91650', '42.00'),
('32086', '42.00'),
('15969', '4.00'),
('51411', '48.00'),
('13596', '1.00'),
('25843', '35.00'),
('33271', '44.00'),
('61413', '26.00'),
('38796', '18.00'),
('21397', '25.00'),
('83051', '23.00'),
('87860', '42.00'),
('66171', '34.00'),
('61459', '34.00'),
('80156', '3.00'),
('31155', '30.00'),
('16378', '27.00'),
('84293', '33.00'),
('55812', '40.00'),
('47225', '12.00'),
('22040', '30.00'),
('51840', '43.00'),
('18505', '14.00'),
('17086', '44.00'),
('48390', '38.00'),
('18402', '1.00'),
('10684', '37.00'),
('99544', '9.00'),
('12237', '40.00'),
('47014', '5.00'),
('92713', '32.00'),
('74552', '6.00'),
('24604', '19.00'),
('88685', '14.00'),
('56471', '34.00'),
('38619', '22.00'),
('98447', '33.00'),
('13827', '15.00'),
('47004', '50.00'),
('51011', '33.00'),
('25832', '46.00'),
('54658', '35.00'),
('68420', '33.00'),
('66404', '31.00'),
('58174', '7.00'),
('44031', '14.00'),
('30034', '15.00'),
('22609', '16.00'),
('64901', '22.00'),
('63387', '50.00'),
('25135', '37.00'),
('71051', '19.00'),
('33986', '50.00'),
('44342', '49.00'),
('82336', '9.00'),
('74264', '28.00'),
('83469', '28.00'),
('21065', '16.00'),
('53217', '20.00'),
('11053', '22.00'),
('22632', '17.00'),
('26192', '17.00'),
('39400', '28.00'),
('75111', '47.00'),
('32396', '17.00'),
('75083', '26.00'),
('81903', '24.00'),
('75913', '11.00'),
('42145', '27.00'),
('64089', '25.00'),
('67435', '27.00'),
('55053', '36.00'),
('61467', '47.00'),
('28143', '2.00'),
('29122', '22.00'),
('17627', '47.00'),
('62479', '34.00'),
('76720', '36.00'),
('18214', '10.00'),
('91074', '28.00'),
('38685', '29.00'),
('64101', '23.00'),
('41324', '20.00'),
('52909', '50.00'),
('40911', '25.00'),
('76615', '3.00'),
('49185', '46.00'),
('39785', '43.00'),
('48016', '41.00'),
('79031', '9.00'),
('72563', '45.00'),
('43539', '2.00'),
('74819', '24.00'),
('17190', '39.00'),
('94058', '36.00'),
('23370', '35.00'),
('81836', '41.00'),
('85778', '50.00'),
('67909', '38.00'),
('44334', '25.00'),
('43266', '27.00'),
('35193', '10.00'),
('29811', '27.00'),
('89149', '4.00'),
('86804', '10.00'),
('37941', '24.00'),
('20989', '5.00'),
('92162', '12.00'),
('88784', '2.00'),
('20433', '48.00'),
('23563', '16.00'),
('99085', '44.00'),
('90139', '36.00'),
('41051', '35.00'),
('86595', '40.00'),
('65914', '14.00'),
('54095', '9.00'),
('27655', '39.00'),
('78473', '27.00'),
('23910', '37.00'),
('21519', '44.00'),
('99178', '40.00'),
('64805', '14.00'),
('13718', '29.00'),
('42100', '44.00'),
('17917', '46.00'),
('88031', '19.00'),
('67214', '14.00'),
('37341', '11.00'),
('12636', '12.00'),
('89004', '24.00'),
('35406', '13.00'),
('25185', '15.00'),
('39403', '23.00'),
('34560', '12.00'),
('43008', '49.00'),
('11287', '22.00'),
('47494', '2.00'),
('77704', '32.00'),
('96654', '5.00'),
('27039', '10.00'),
('51167', '7.00'),
('89514', '20.00'),
('59159', '19.00'),
('51882', '10.00'),
('60678', '38.00'),
('23179', '29.00'),
('11539', '4.00'),
('48176', '21.00'),
('33896', '10.00'),
('71818', '48.00'),
('11235', '28.00'),
('26426', '42.00'),
('15663', '9.00'),
('16374', '3.00'),
('82427', '31.00'),
('66496', '9.00'),
('52176', '40.00'),
('87834', '27.00'),
('13277', '11.00'),
('81405', '14.00'),
('62228', '49.00'),
('37340', '4.00'),
('43708', '5.00'),
('48142', '6.00'),
('10801', '25.00'),
('48743', '34.00'),
('89032', '36.00'),
('98161', '37.00'),
('78761', '22.00'),
('78794', '11.00'),
('93871', '30.00'),
('53719', '48.00'),
('41878', '16.00'),
('79955', '23.00'),
('43000', '47.00'),
('49049', '43.00'),
('97147', '8.00'),
('23547', '36.00'),
('85468', '17.00'),
('81793', '1.00'),
('83447', '41.00'),
('89619', '9.00'),
('28722', '2.00'),
('48970', '26.00'),
('30674', '12.00'),
('85449', '45.00'),
('65104', '28.00'),
('46025', '10.00'),
('66569', '49.00'),
('34797', '28.00'),
('67970', '14.00'),
('91810', '6.00'),
('17256', '23.00'),
('41470', '40.00'),
('49384', '24.00'),
('59973', '30.00'),
('21082', '40.00'),
('46863', '13.00'),
('23762', '5.00'),
('73401', '19.00'),
('43783', '36.00'),
('27513', '36.00'),
('55229', '25.00'),
('73826', '36.00'),
('54776', '33.00'),
('86843', '36.00'),
('12485', '24.00'),
('58857', '29.00'),
('52497', '48.00'),
('41834', '15.00'),
('81554', '22.00'),
('64688', '24.00'),
('32341', '7.00'),
('21894', '28.00'),
('49762', '28.00'),
('31567', '20.00'),
('43862', '3.00'),
('85337', '20.00'),
('90433', '29.00'),
('55274', '1.00'),
('82843', '1.00'),
('72630', '40.00'),
('23662', '28.00'),
('91435', '42.00'),
('55252', '47.00'),
('62268', '31.00'),
('45069', '24.00'),
('49510', '43.00'),
('10151', '2.00'),
('37902', '11.00'),
('16727', '34.00'),
('90574', '16.00'),
('24534', '12.00'),
('79650', '45.00'),
('49639', '12.00'),
('49785', '30.00'),
('53142', '39.00'),
('68513', '24.00'),
('37309', '49.00'),
('41863', '31.00'),
('77604', '46.00'),
('87806', '29.00'),
('89226', '34.00'),
('59850', '21.00'),
('51275', '42.00'),
('95121', '5.00'),
('77333', '43.00'),
('87894', '1.00'),
('72192', '50.00'),
('87592', '14.00'),
('87948', '24.00'),
('22045', '6.00'),
('66749', '33.00'),
('26730', '20.00'),
('62688', '14.00'),
('98343', '38.00'),
('87769', '11.00'),
('56849', '4.00'),
('62461', '10.00'),
('39316', '4.00'),
('27326', '4.00'),
('58637', '38.00'),
('94168', '4.00'),
('50974', '32.00'),
('71458', '46.00'),
('39219', '24.00'),
('39852', '46.00'),
('74289', '20.00'),
('22968', '5.00'),
('98166', '42.00'),
('39521', '22.00'),
('27666', '48.00'),
('34470', '3.00'),
('20154', '37.00'),
('37272', '27.00'),
('43976', '44.00'),
('79962', '6.00'),
('77402', '16.00'),
('43915', '5.00'),
('72384', '25.00'),
('49364', '38.00'),
('48003', '29.00'),
('47089', '29.00'),
('21575', '28.00'),
('28398', '38.00'),
('26112', '36.00'),
('83961', '4.00'),
('56134', '25.00'),
('25632', '43.00'),
('66308', '6.00'),
('55043', '29.00'),
('83553', '39.00'),
('47027', '43.00'),
('39572', '39.00'),
('88989', '12.00'),
('26569', '4.00'),
('28578', '32.00'),
('27199', '9.00'),
('55265', '20.00'),
('79421', '36.00'),
('39697', '32.00'),('43856', '14.00'),
('17940', '24.00'),
('70588', '50.00'),
('34187', '8.00'),
('16211', '1.00'),
('58681', '42.00'),
('36138', '48.00'),
('67277', '50.00'),
('50051', '31.00'),
('56267', '43.00'),
('52208', '15.00'),
('20403', '39.00'),
('75790', '18.00'),
('41519', '2.00'),
('10510', '3.00'),
('61554', '5.00'),
('54185', '16.00'),
('42868', '34.00'),
('91165', '42.00'),
('21172', '20.00'),
('62855', '10.00'),
('61043', '34.00'),
('88983', '15.00'),
('50470', '8.00'),
('77716', '24.00'),
('83416', '2.00'),
('49187', '45.00'),
('87163', '38.00'),
('14246', '41.00'),
('26201', '49.00'),
('48931', '45.00'),
('78963', '38.00'),
('94914', '44.00'),
('88120', '24.00'),
('26166', '13.00'),
('69817', '38.00'),
('91559', '14.00'),
('13357', '46.00'),
('66088', '40.00'),
('54250', '36.00'),
('71302', '7.00'),
('40481', '45.00'),
('19730', '12.00'),
('65569', '29.00'),
('14409', '24.00'),
('30599', '35.00'),
('15890', '32.00'),
('11644', '9.00'),
('56288', '16.00'),
('62828', '47.00'),
('97654', '47.00'),
('30021', '20.00'),
('91704', '5.00'),
('96786', '20.00'),
('69968', '10.00'),
('53792', '21.00'),
('47412', '14.00'),
('26746', '24.00'),
('31850', '15.00'),
('46515', '2.00'),
('31786', '46.00'),
('21494', '30.00'),
('49246', '31.00'),
('73292', '3.00'),
('16534', '18.00'),
('88466', '26.00'),
('91644', '39.00'),
('51210', '47.00'),
('99013', '44.00'),
('56096', '27.00'),
('25249', '46.00'),
('98168', '16.00'),
('78095', '30.00'),
('61122', '29.00'),
('50445', '25.00'),
('22031', '19.00'),
('82967', '2.00'),
('38400', '39.00'),
('41322', '28.00'),
('77410', '47.00'),
('44994', '50.00'),
('11223', '19.00'),
('42530', '15.00'),
('49494', '1.00'),
('74916', '43.00'),
('20654', '18.00'),
('58738', '1.00'),
('95733', '39.00'),
('77613', '5.00'),
('39434', '32.00'),
('48821', '47.00'),
('88723', '10.00'),
('19317', '30.00'),
('87364', '29.00'),
('30841', '45.00'),
('54589', '29.00'),
('92941', '32.00'),
('15825', '17.00'),
('20390', '30.00'),
('60282', '37.00'),
('81468', '27.00'),
('20264', '45.00'),
('87978', '40.00'),
('91554', '43.00'),
('41701', '16.00'),
('18372', '39.00'),
('17524', '17.00'),
('99449', '43.00'),
('28819', '38.00'),
('59309', '42.00'),
('72468', '21.00'),
('88544', '24.00'),
('29513', '3.00'),
('53045', '26.00'),
('61209', '28.00'),
('12639', '34.00'),
('51671', '34.00'),
('71822', '13.00'),
('30252', '21.00'),
('44051', '41.00'),
('29788', '38.00'),
('75115', '28.00'),
('46275', '35.00'),
('10312', '25.00'),
('65610', '14.00'),
('60759', '15.00'),
('27723', '21.00'),
('76913', '45.00'),
('94383', '45.00'),
('29277', '18.00'),
('36993', '32.00'),
('75189', '22.00'),
('93860', '12.00'),
('53697', '28.00'),
('52913', '1.00'),
('55748', '36.00'),
('74059', '22.00'),
('94302', '14.00'),
('76312', '26.00'),
('50042', '33.00'),
('88797', '10.00'),
('11490', '17.00'),
('45594', '35.00'),
('33277', '2.00'),
('51515', '45.00'),
('75061', '45.00'),
('22406', '37.00'),
('68767', '5.00'),
('35821', '35.00'),
('92862', '28.00'),
('74267', '22.00'),
('51338', '43.00'),
('99969', '15.00'),
('28339', '24.00'),
('80051', '6.00'),
('75658', '35.00'),
('55349', '8.00'),
('15112', '18.00'),
('99592', '18.00'),
('48478', '23.00'),
('26207', '36.00'),
('53388', '29.00'),
('55916', '2.00'),
('40859', '37.00'),
('37163', '4.00'),
('55165', '45.00'),
('95077', '9.00'),
('33215', '36.00'),
('41906', '39.00'),
('52894', '21.00'),
('69295', '17.00'),
('59537', '32.00'),
('22650', '29.00'),
('98218', '39.00'),
('81924', '20.00'),
('40674', '49.00'),
('70691', '2.00'),
('25879', '37.00'),
('31795', '8.00'),
('90180', '29.00'),
('64526', '47.00'),
('54227', '12.00'),
('16640', '25.00'),
('86631', '18.00'),
('32061', '15.00'),
('94120', '22.00'),
('44134', '8.00'),
('35207', '36.00'),
('81630', '30.00'),
('40527', '1.00'),
('24850', '31.00'),
('37690', '28.00'),
('86171', '50.00'),
('83016', '9.00'),
('81687', '11.00'),
('81358', '38.00'),
('83807', '18.00'),
('50053', '29.00'),
('79747', '38.00'),
('82977', '34.00'),
('27712', '41.00'),
('23111', '45.00'),
('88629', '45.00'),
('26357', '27.00'),
('77942', '32.00'),
('30990', '3.00'),
('32180', '15.00'),
('45095', '39.00'),
('96465', '7.00'),
('90463', '7.00'),
('77721', '8.00'),
('65365', '31.00'),
('86619', '1.00'),
('85584', '46.00'),
('66780', '25.00'),
('96210', '6.00'),
('42675', '30.00'),
('49560', '47.00'),
('17401', '4.00'),
('81968', '15.00'),
('78463', '13.00'),
('33082', '13.00'),
('81564', '35.00'),
('22855', '17.00'),
('53135', '27.00'),
('17908', '10.00'),
('99866', '40.00'),
('52804', '37.00'),
('49767', '24.00'),
('69055', '25.00'),
('37597', '49.00'),
('42530', '35.00'),
('36169', '29.00'),
('18916', '30.00'),
('72700', '22.00'),
('54567', '39.00'),
('83686', '25.00'),
('56113', '32.00'),
('34360', '3.00'),
('19140', '40.00'),
('45601', '47.00'),
('67935', '2.00'),
('60162', '41.00'),
('11714', '48.00'),
('81661', '35.00'),
('60736', '47.00'),
('75539', '13.00'),
('25847', '36.00'),
('15050', '6.00'),
('91016', '17.00'),
('23214', '41.00'),
('14738', '12.00'),
('44275', '4.00'),
('84998', '36.00'),
('77095', '35.00'),
('80623', '33.00'),
('66648', '18.00'),
('66656', '19.00'),
('33880', '32.00'),
('82564', '50.00'),
('87955', '10.00'),
('70773', '10.00'),
('51654', '24.00'),
('77131', '22.00'),
('72255', '26.00'),
('35417', '14.00'),
('88235', '35.00'),
('93974', '19.00'),
('25089', '15.00'),
('15450', '50.00'),
('65949', '44.00'),
('83825', '25.00'),
('43955', '7.00'),
('42737', '6.00'),
('85675', '17.00'),
('97456', '23.00'),
('23692', '6.00'),
('86258', '21.00'),
('96782', '27.00'),
('39291', '10.00'),
('93090', '38.00'),
('28261', '7.00'),
('60333', '13.00'),
('99178', '37.00'),
('81927', '4.00'),
('30327', '25.00'),
('35133', '32.00'),
('33033', '31.00'),
('94580', '45.00'),
('35470', '44.00'),
('56313', '1.00'),
('72669', '9.00'),
('73279', '21.00'),
('89793', '20.00'),
('32016', '1.00'),
('20054', '38.00'),
('23346', '41.00'),
('89337', '41.00'),
('69806', '16.00'),
('82364', '38.00'),
('38986', '18.00'),
('88915', '12.00'),
('14797', '40.00'),
('44775', '12.00'),
('66056', '6.00'),
('33959', '41.00'),
('67524', '3.00'),
('55953', '44.00'),
('90727', '13.00'),
('87133', '37.00'),
('21416', '9.00'),
('52546', '16.00'),
('23564', '20.00'),
('84447', '37.00'),
('87757', '42.00'),
('54825', '14.00'),
('24949', '45.00'),
('52534', '27.00'),
('14657', '10.00'),
('36298', '25.00'),
('70567', '25.00'),
('38293', '46.00'),
('87017', '23.00'),
('48524', '43.00'),
('64185', '2.00'),
('42651', '3.00'),
('32909', '20.00'),
('81660', '30.00'),
('13884', '29.00'),
('59699', '19.00'),
('28565', '20.00'),
('69637', '46.00'),
('55260', '26.00'),
('75988', '2.00'),
('46667', '50.00'),
('87409', '47.00'),
('23447', '2.00'),
('66864', '15.00'),
('90666', '22.00'),
('55588', '33.00'),
('27443', '40.00'),
('11652', '10.00'),
('87226', '2.00'),
('12831', '22.00'),
('12365', '35.00'),
('41286', '13.00'),
('77499', '5.00'),
('22406', '41.00'),
('13595', '16.00'),
('92720', '25.00'),
('40396', '8.00'),
('45390', '40.00'),
('94509', '38.00'),
('26947', '35.00'),
('27668', '34.00'),
('70421', '4.00'),
('55733', '7.00'),
('34914', '41.00'),
('20189', '42.00'),
('14918', '9.00'),
('16571', '29.00'),
('78480', '12.00'),
('65211', '12.00'),
('54785', '13.00'),
('78840', '41.00'),
('37209', '35.00'),
('43707', '30.00'),
